ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,,,
44592208,178439,0,None,-,1,Human,8.2,pEC50,=,8.2,Functional,Agonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassay,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)OCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
CHEMBL472289,178439,0,None,-,1,Human,8.2,pEC50,=,8.2,Functional,Agonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassay,ChEMBL,416,4,0,5,3.3,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)OCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
52948697,18857,0,None,-,1,Human,7.2,pEC50,=,7.2,Functional,Agonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,426,4,0,5,4.1,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
CHEMBL1289048,18857,0,None,-,1,Human,7.2,pEC50,=,7.2,Functional,Agonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5-HT1BreceptorexpressedinCHOcellsassessedasstimulationofGTPgammaSbindingbyscintillationproximityassay,ChEMBL,426,4,0,5,4.1,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)CC3)cccc2n1,10.1016/j.bmcl.2010.09.085,,
44592332,178099,0,None,-,1,Human,7.2,pEC50,=,7.2,Functional,Agonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassay,ChEMBL,430,5,0,5,3.7,Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
CHEMBL469375,178099,0,None,-,1,Human,7.2,pEC50,=,7.2,Functional,Agonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassayAgonistactivityathuman5HT1BassessedasGTPgammaSbindingbyscintillationproximityassay,ChEMBL,430,5,0,5,3.7,Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1,10.1016/j.bmcl.2009.02.056,,
9844873,100498,0,None,-48,2,Human,7.2,pEC50,=,7.2,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,417,7,1,4,4.7,FC1(Cc2ccccc2)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/jm981133m,,
CHEMBL294732,100498,0,None,-48,2,Human,7.2,pEC50,=,7.2,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,417,7,1,4,4.7,FC1(Cc2ccccc2)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/jm981133m,,
2543,3621,61,None,1,12,Human,7.1,pEC50,=,7.1,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm960552l,,
5358,3621,61,None,1,12,Human,7.1,pEC50,=,7.1,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm960552l,,
54,3621,61,None,1,12,Human,7.1,pEC50,=,7.1,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm960552l,,
CHEMBL128,3621,61,None,1,12,Human,7.1,pEC50,=,7.1,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm960552l,,
DB00669,3621,61,None,1,12,Human,7.1,pEC50,=,7.1,Functional,Inhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cellsInhibitionofforskolin-stimulatedc-AMPformationbyhuman5-hydroxytryptamine1BreceptorexpressedinCHO-K1cells,ChEMBL,295,6,2,3,1.3,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,10.1021/jm960552l,,
10575553,198705,0,None,-245,2,Human,6.1,pEC50,=,6.1,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,450,8,1,5,3.6,Fc1cccc(CCN2CCN(CC(F)Cc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,10.1021/jm981133m,,
CHEMBL63432,198705,0,None,-245,2,Human,6.1,pEC50,=,6.1,Functional,"Agonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1BreceptorAgonist-induced[35S]GTP-gamma-S,bindinginCHOcellsstablytransfectedwithhuman5-hydroxytryptamine1Breceptor",ChEMBL,450,8,1,5,3.6,Fc1cccc(CCN2CCN(CC(F)Cc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,10.1021/jm981133m,,
10621021,199047,0,None,-66,2,Human,8.0,pIC50,=,8.0,Functional,Inhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassayInhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassay,ChEMBL,400,7,1,5,3.5,c1ccc(CN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/acs.jmedchem.7b01788,,
CHEMBL65367,199047,0,None,-66,2,Human,8.0,pIC50,=,8.0,Functional,Inhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassayInhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassay,ChEMBL,400,7,1,5,3.5,c1ccc(CN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/acs.jmedchem.7b01788,,
9844873,100498,0,None,-48,2,Human,7.8,pIC50,=,7.8,Functional,Inhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassayInhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassay,ChEMBL,417,7,1,4,4.7,FC1(Cc2ccccc2)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/acs.jmedchem.7b01788,,
CHEMBL294732,100498,0,None,-48,2,Human,7.8,pIC50,=,7.8,Functional,Inhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassayInhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassay,ChEMBL,417,7,1,4,4.7,FC1(Cc2ccccc2)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.1021/acs.jmedchem.7b01788,,
18975369,100469,0,None,-120,2,Human,7.7,pIC50,=,7.7,Functional,Inhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassayInhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassay,ChEMBL,399,7,1,4,4.6,c1ccc(CC2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/acs.jmedchem.7b01788,,
CHEMBL294547,100469,0,None,-120,2,Human,7.7,pIC50,=,7.7,Functional,Inhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassayInhibitionofhuman5HT1BexpressedinCHOcellsby[35S]-GTPgammaSbindingassay,ChEMBL,399,7,1,4,4.6,c1ccc(CC2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,10.1021/acs.jmedchem.7b01788,,
145975946,163222,0,None,-,1,Human,5.7,pIC50,=,5.7,Functional,Antagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassayAntagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassay,ChEMBL,307,8,1,4,3.9,CCCCCCOc1ccc(C2=N[C@@H](CO)[C@H](C)S2)cc1,10.1021/acs.jnatprod.7b00317,,
CHEMBL4207355,163222,0,None,-,1,Human,5.7,pIC50,=,5.7,Functional,Antagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassayAntagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassay,ChEMBL,307,8,1,4,3.9,CCCCCCOc1ccc(C2=N[C@@H](CO)[C@H](C)S2)cc1,10.1021/acs.jnatprod.7b00317,,
145964150,163608,0,None,-,1,Human,5.7,pIC50,=,5.7,Functional,Antagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassayAntagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassay,ChEMBL,279,6,1,4,3.1,CCCCOc1ccc(C2=N[C@@H](CO)[C@H](C)S2)cc1,10.1021/acs.jnatprod.7b00317,,
CHEMBL4212246,163608,0,None,-,1,Human,5.7,pIC50,=,5.7,Functional,Antagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassayAntagonistactivityat5-HT1Breceptor(unknownorigin)byTangoassay,ChEMBL,279,6,1,4,3.1,CCCCOc1ccc(C2=N[C@@H](CO)[C@H](C)S2)cc1,10.1021/acs.jnatprod.7b00317,,
11568826,132153,0,None,9,2,Human,7.5,pIC50,=,7.5,Functional,Inhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPRInhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPR,ChEMBL,460,4,0,8,2.8,CN1CCc2c(sc3ncn(CCN4CCN(c5cncc6ccccc56)CC4)c(=O)c23)C1,10.1016/j.bmcl.2005.04.077,,
CHEMBL370110,132153,0,None,9,2,Human,7.5,pIC50,=,7.5,Functional,Inhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPRInhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPR,ChEMBL,460,4,0,8,2.8,CN1CCc2c(sc3ncn(CCN4CCN(c5cncc6ccccc56)CC4)c(=O)c23)C1,10.1016/j.bmcl.2005.04.077,,
11662592,71924,0,None,15,2,Human,7.1,pIC50,=,7.1,Functional,Inhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPRInhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPR,ChEMBL,460,4,0,8,2.8,CN1CCc2c(sc3ncn(CCN4CCN(c5ccnc6ccccc56)CC4)c(=O)c23)C1,10.1016/j.bmcl.2005.04.077,,
CHEMBL198463,71924,0,None,15,2,Human,7.1,pIC50,=,7.1,Functional,Inhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPRInhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPR,ChEMBL,460,4,0,8,2.8,CN1CCc2c(sc3ncn(CCN4CCN(c5ccnc6ccccc56)CC4)c(=O)c23)C1,10.1016/j.bmcl.2005.04.077,,
11655728,16432,5,None,-,0,Human,8.9,pKd,=,8.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1BreceptorexpressedinCHOcellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1BreceptorexpressedinCHOcellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,468,5,1,7,3.1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
CHEMBL1241913,16432,5,None,-,0,Human,8.9,pKd,=,8.9,Functional,Antagonistactivityagainsthumanrecombinant5HT1BreceptorexpressedinCHOcellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassayAntagonistactivityagainsthumanrecombinant5HT1BreceptorexpressedinCHOcellsassessedasinhibitionof5HT-induced[35S]GTPgammaSbindingbyscintillationproximityassay,ChEMBL,468,5,1,7,3.1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1,10.1021/jm100482n,,
10447834,1880,4,None,-,3,Human,4.9,pKd,=,4.9,Functional,Compoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1BreceptorofguineapigCompoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1Breceptorofguineapig,ChEMBL,305,7,2,2,3.7,NCCc1cnc([nH]1)CCC(c1ccccc1)c1ccccc1,10.1021/jm991056a,,
4026,1880,4,None,-,3,Human,4.9,pKd,=,4.9,Functional,Compoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1BreceptorofguineapigCompoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1Breceptorofguineapig,ChEMBL,305,7,2,2,3.7,NCCc1cnc([nH]1)CCC(c1ccccc1)c1ccccc1,10.1021/jm991056a,,
CHEMBL275507,1880,4,None,-,3,Human,4.9,pKd,=,4.9,Functional,Compoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1BreceptorofguineapigCompoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1Breceptorofguineapig,ChEMBL,305,7,2,2,3.7,NCCc1cnc([nH]1)CCC(c1ccccc1)c1ccccc1,10.1021/jm991056a,,
44373817,11585,0,None,-,0,Human,5.7,pKd,=,5.7,Functional,Affinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacarteryAffinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacartery,ChEMBL,298,2,1,3,3.2,CC(C)n1cc2c3c(cccc31)[C@H]1C[C@@H](CO)CN(C)[C@@H]1C2,10.1021/jm981092u,,
CHEMBL1181270,11585,0,None,-,0,Human,5.7,pKd,=,5.7,Functional,Affinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacarteryAffinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacartery,ChEMBL,298,2,1,3,3.2,CC(C)n1cc2c3c(cccc31)[C@H]1C[C@@H](CO)CN(C)[C@@H]1C2,10.1021/jm981092u,,
CHEMBL161046,11585,0,None,-,0,Human,5.7,pKd,=,5.7,Functional,Affinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacarteryAffinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacartery,ChEMBL,298,2,1,3,3.2,CC(C)n1cc2c3c(cccc31)[C@H]1C[C@@H](CO)CN(C)[C@@H]1C2,10.1021/jm981092u,,
44373789,11588,0,None,-,0,Human,6.7,pKd,=,6.7,Functional,Affinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacarteryAffinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacartery,ChEMBL,296,2,1,3,3.1,CC(C)n1cc2c3c(cccc31)C1=C[C@@H](CO)CN(C)[C@@H]1C2,10.1021/jm981092u,,
CHEMBL1181275,11588,0,None,-,0,Human,6.7,pKd,=,6.7,Functional,Affinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacarteryAffinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacartery,ChEMBL,296,2,1,3,3.1,CC(C)n1cc2c3c(cccc31)C1=C[C@@H](CO)CN(C)[C@@H]1C2,10.1021/jm981092u,,
CHEMBL161368,11588,0,None,-,0,Human,6.7,pKd,=,6.7,Functional,Affinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacarteryAffinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacartery,ChEMBL,296,2,1,3,3.1,CC(C)n1cc2c3c(cccc31)C1=C[C@@H](CO)CN(C)[C@@H]1C2,10.1021/jm981092u,,
10403687,2454,2,None,-,2,Human,5.1,pKd,=,5.1,Functional,Compoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1BreceptorofguineapigCompoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1Breceptorofguineapig,ChEMBL,319,8,2,2,3.9,CNCCc1cnc([nH]1)CCC(c1ccccc1)c1ccccc1,10.1021/jm991056a,,
1205,2454,2,None,-,2,Human,5.1,pKd,=,5.1,Functional,Compoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1BreceptorofguineapigCompoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1Breceptorofguineapig,ChEMBL,319,8,2,2,3.9,CNCCc1cnc([nH]1)CCC(c1ccccc1)c1ccccc1,10.1021/jm991056a,,
CHEMBL275035,2454,2,None,-,2,Human,5.1,pKd,=,5.1,Functional,Compoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1BreceptorofguineapigCompoundwasevaluatedforitsantagonistaffinitytowards5-hydroxytryptamine1Breceptorofguineapig,ChEMBL,319,8,2,2,3.9,CNCCc1cnc([nH]1)CCC(c1ccccc1)c1ccccc1,10.1021/jm991056a,,
44373791,12098,0,None,-,0,Human,6.1,pKd,=,6.1,Functional,Affinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacarteryAffinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacartery,ChEMBL,296,2,1,3,3.1,CC(C)n1cc2c3c(cccc31)[C@H]1C=C(CO)CN(C)[C@@H]1C2,10.1021/jm981092u,,
CHEMBL1184450,12098,0,None,-,0,Human,6.1,pKd,=,6.1,Functional,Affinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacarteryAffinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacartery,ChEMBL,296,2,1,3,3.1,CC(C)n1cc2c3c(cccc31)[C@H]1C=C(CO)CN(C)[C@@H]1C2,10.1021/jm981092u,,
CHEMBL349405,12098,0,None,-,0,Human,6.1,pKd,=,6.1,Functional,Affinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacarteryAffinityofcompoundtowards5-hydroxytryptamine1Breceptorinisolatedguinea-pigiliacartery,ChEMBL,296,2,1,3,3.1,CC(C)n1cc2c3c(cccc31)[C@H]1C=C(CO)CN(C)[C@@H]1C2,10.1021/jm981092u,,
11797998,35426,0,None,-,1,Human,10.0,pKi,=,10,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,454,10,4,4,4.8,NCCc1c[nH]c2ccc(OCc3ccc(COc4ccc5[nH]cc(CCN)c5c4)cc3)cc12,10.1021/jm960552l,,
CHEMBL144030,35426,0,None,-,1,Human,10.0,pKi,=,10,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,454,10,4,4,4.8,NCCc1c[nH]c2ccc(OCc3ccc(COc4ccc5[nH]cc(CCN)c5c4)cc3)cc12,10.1021/jm960552l,,
44405730,168204,0,None,-,0,Human,10.0,pKi,=,10,Functional,Inhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPRInhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPR,ChEMBL,460,4,0,8,2.8,CN1CCc2c(sc3ncn(CCN4CCN(c5cccc6ccncc56)CC4)c(=O)c23)C1,10.1016/j.bmcl.2005.04.077,,
CHEMBL438619,168204,0,None,-,0,Human,10.0,pKi,=,10,Functional,Inhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPRInhibitoryactivityagainsthumanrecombinant5HT1Breceptorco-expressedwithG-proteinchimeraGqo5inHEK293cellsbyFLIPR,ChEMBL,460,4,0,8,2.8,CN1CCc2c(sc3ncn(CCN4CCN(c5cccc6ccncc56)CC4)c(=O)c23)C1,10.1016/j.bmcl.2005.04.077,,
10720301,39705,0,None,-,1,Human,10.0,pKi,=,10.0,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,504,11,4,6,2.3,NCCc1c[nH]c2ccc(OCCN3CCN(C(=O)COc4ccc5[nH]cc(CCN)c5c4)CC3)cc12,10.1021/jm960552l,,
CHEMBL147851,39705,0,None,-,1,Human,10.0,pKi,=,10.0,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,504,11,4,6,2.3,NCCc1c[nH]c2ccc(OCCN3CCN(C(=O)COc4ccc5[nH]cc(CCN)c5c4)CC3)cc12,10.1021/jm960552l,,
10008868,120496,0,None,-,1,Human,9.9,pKi,=,9.9,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,609,12,5,7,3.4,NCCc1c[nH]c2ccc(OCC(=O)Nc3ccc(N4CCN(C(=O)COc5ccc6[nH]cc(CCN)c6c5)CC4)cc3)cc12,10.1021/jm960552l,,
CHEMBL357478,120496,0,None,-,1,Human,9.9,pKi,=,9.9,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,609,12,5,7,3.4,NCCc1c[nH]c2ccc(OCC(=O)Nc3ccc(N4CCN(C(=O)COc5ccc6[nH]cc(CCN)c6c5)CC4)cc3)cc12,10.1021/jm960552l,,
11797158,39761,0,None,-,1,Human,9.8,pKi,=,9.8,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,435,11,5,5,2.2,NCCc1c[nH]c2ccc(OCCNC(=O)COc3ccc4[nH]cc(CCN)c4c3)cc12,10.1021/jm960552l,,
CHEMBL147901,39761,0,None,-,1,Human,9.8,pKi,=,9.8,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,435,11,5,5,2.2,NCCc1c[nH]c2ccc(OCCNC(=O)COc3ccc4[nH]cc(CCN)c4c3)cc12,10.1021/jm960552l,,
10837858,39528,0,None,-,1,Human,9.7,pKi,=,9.7,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,464,12,6,5,2.4,NCCc1c[nH]c2ccc(OCCNC(=O)NCCOc3ccc4[nH]cc(CCN)c4c3)cc12,10.1021/jm960552l,,
CHEMBL147677,39528,0,None,-,1,Human,9.7,pKi,=,9.7,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,464,12,6,5,2.4,NCCc1c[nH]c2ccc(OCCNC(=O)NCCOc3ccc4[nH]cc(CCN)c4c3)cc12,10.1021/jm960552l,,
10531639,120643,0,None,-,1,Human,9.7,pKi,=,9.7,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,600,11,4,6,3.6,NCCc1c[nH]c2ccc(OCC(=O)N3CCC(C4CCN(C(=O)COc5ccc6[nH]cc(CCN)c6c5)CC4)CC3)cc12,10.1021/jm960552l,,
CHEMBL357830,120643,0,None,-,1,Human,9.7,pKi,=,9.7,Functional,Abilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cellsAbilitytoinhibittheforskolin-stimulatedc-AMPformationmediatedbyhuman5-hydroxytryptamine1BreceptorinCHO-K1cells,ChEMBL,600,11,4,6,3.6,NCCc1c[nH]c2ccc(OCC(=O)N3CCC(C4CCN(C(=O)COc5ccc6[nH]cc(CCN)c6c5)CC4)CC3)cc12,10.1021/jm960552l,,
